drug1,drug2,ddi,pca_max_0,pca_max_1,pca_max_2,pca_max_3,pca_max_4,pca_max_5,pca_max_6,pca_max_7,pca_max_8,pca_max_9,pca_max_10,pca_max_11,pca_max_12,pca_max_13,pca_max_14,pca_max_15,pca_max_16,pca_max_17,pca_max_18,pca_max_19,pca_max_20,pca_max_21,pca_max_22,pca_max_23,pca_max_24,pca_max_25,pca_max_26,pca_min_0,pca_min_1,pca_min_2,pca_min_3,pca_min_4,pca_min_5,pca_min_6,pca_min_7,pca_min_8,pca_min_9,pca_min_10,pca_min_11,pca_min_12,pca_min_13,pca_min_14,pca_min_15,pca_min_16,pca_min_17,pca_min_18,pca_min_19,pca_min_20,pca_min_21,pca_min_22,pca_min_23,pca_min_24,pca_min_25,pca_min_26
CID000003440,CID000013342,0.0,-2.554957837121593,-0.06690412032257584,0.051082571561467324,0.10002367922587942,0.39850827354072516,0.09873427930385692,-0.26781376456955386,0.6360954610416535,0.14832666268579087,0.14329306298943514,0.35943272118749314,0.011076106381390075,0.2462086389414798,0.07457834372885246,-0.07014977490000829,-0.24012738891654772,-0.06617575440385326,0.09969921092929657,0.10659603099849645,0.8093658721445502,0.572361576540719,2.051330725627536,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.024571919227539568,-0.19552195690748045,-2.6337690744285065,-0.39199201689253954,0.016528245090772963,0.05814515416212568,-0.02901217668528376,0.014896295399618509,-0.4751530586440631,0.24891916774442732,-0.062445046816467425,0.002617109071800461,0.287003476174626,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.2074301439836232,-0.3663496730506055,-0.10714983080604285,0.010148929487864694,-0.08697858555304981,-0.3263328321208734,-1.1362125456882142,-0.7340043488431014,-0.2804457956584365,-0.08009979922625257,-0.41612806802420066
CID000002476,CID000013342,0.0,9.908401853323593,-0.06690412032257584,0.12238354852238395,0.05814515416212568,0.39850827354072516,0.09873427930385692,0.04127607404498468,0.6360954610416535,-0.062445046816467425,0.3622510233379142,0.6910934097025825,0.400425100248517,0.09034834787576329,0.22624528921129833,-0.09677055084999484,-0.10536371809427514,-0.06617575440385326,-0.16136537287649222,0.10659603099849645,0.03029081007491676,-0.08697858555304981,-0.06640293874060746,0.0104391952248451,0.014403676540388233,0.011336168635535361,0.0037755246391996643,-0.043333798291855866,-2.554957837121593,-0.4941386834024916,0.051082571561467324,0.02432372715001035,0.14419665886596464,0.0093194895567482,-0.26781376456955386,-0.004870260914254156,-0.33155700277674277,0.002617109071800461,0.35943272118749314,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.21916428306899907,-0.3663496730506055,0.10290145636446138,0.010148929487864694,-0.08836531029093174,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000003148,CID000013342,0.0,-2.554957837121593,-0.06690412032257584,0.06100938222247255,0.05814515416212568,0.39850827354072516,0.13604390748289902,-0.26781376456955386,0.6360954610416535,-0.032182066057230244,0.16295475893018785,0.35943272118749314,0.10065404753790859,0.07714518010711599,-0.020343832913281866,0.0005750078282036677,-0.11552346164016561,0.0080007533658503,-0.04491592073916073,0.10659603099849645,0.012342777813170183,-0.04981869945076693,-0.10822524404902992,0.04000188674100094,-0.0507063168681568,0.08392733520173853,-0.08009979922625257,-0.01662011436980829,-2.6144474685797228,-0.5258828018395602,0.051082571561467324,-0.0033686429052306385,0.0663912015939933,0.09873427930385692,-0.33021588437151184,0.2515375666760539,-0.062445046816467425,0.002617109071800461,0.05691355323790678,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,0.021101093533836324,0.010148929487864694,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.09521967995648906,-0.19552195690748045
CID000002088,CID000013342,0.0,-2.554957837121593,-0.06690412032257584,0.051082571561467324,0.05814515416212568,0.39850827354072516,0.1475767500550636,-0.26781376456955386,0.6360954610416535,-0.036096155793547205,0.2352022202168884,0.35943272118749314,0.22540000390043577,0.18446241054913667,0.017225018277561777,0.09630884962010097,-0.059289858482830075,0.00026027853017633606,-0.13913170609289888,0.10659603099849645,0.041924533852504824,-0.08697858555304981,0.0420757459039659,0.2525434294703778,-0.05545466917972404,0.06258743012814,-0.03083166769585794,-0.05397595695594522,-2.627072319303084,-0.41059453710957716,0.0488500204515323,-0.06462343168049664,0.09711365213978808,0.09873427930385692,-0.3144614528640572,0.2494578402405465,-0.062445046816467425,0.002617109071800461,0.06466839715548366,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,0.03990351304875038,0.010148929487864694,-0.10607834757787976,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000003042,CID000013342,0.0,-2.160365357311668,-0.06690412032257584,0.051082571561467324,0.05814515416212568,0.39850827354072516,0.19955865785338006,-0.26781376456955386,0.6360954610416535,0.07747677374609951,0.002617109071800461,0.35943272118749314,-0.02815909731723918,-0.018647927967556863,-0.4694290792096313,0.16179824186282238,0.14930149575479731,0.7989356466763544,0.528766295866342,0.10659603099849645,0.010148929487864694,1.2997760890951717,-0.09673040434659776,0.1129182010716567,-0.07450462837994917,0.04512133313870234,-0.04503760661515892,0.14286791328214576,-2.554957837121593,-0.5479872136957189,0.04994096232972607,-0.07970418078439674,0.07917910059250055,0.09873427930385692,-0.4083773625594915,0.2686089977169319,-0.062445046816467425,-0.16723520529585523,-0.6343779594220427,-0.2604035464384814,-0.1782067472293568,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,-1.114276904183813,-1.0322384522578414,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000002955,CID000013342,0.0,-2.544446128116574,-0.06690412032257584,0.06203726757434054,0.05814515416212568,0.39850827354072516,0.12477585052299554,-0.26781376456955386,0.6360954610416535,-0.03673505983565523,0.18280555298372272,0.35943272118749314,0.12090689093047506,0.09243429002273597,0.0028489214805134146,-0.004912835761158078,-0.12762577887748633,-0.02685892131809462,-0.06512935984021885,0.10659603099849645,0.05537026306036509,-0.0578835345770192,-0.10671826242232144,0.02723027381991275,-0.031694646825548414,0.05966674636028353,-0.039757673341615764,-0.0024432509445230094,-2.554957837121593,-0.5234352158059701,0.051082571561467324,0.0007668177089154952,0.06557303405428828,0.09873427930385692,-0.31815114643617537,0.25238127170800917,-0.062445046816467425,0.002617109071800461,0.08995016496120763,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,0.06065141219217917,0.010148929487864694,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000004634,CID000013342,0.0,-2.379371028326772,-0.06690412032257584,0.051082571561467324,0.05814515416212568,0.39850827354072516,0.21546153220422812,-0.26781376456955386,0.6360954610416535,0.07613492909596072,0.002617109071800461,0.35943272118749314,-0.02815909731723918,-0.018647927967556863,-0.4370570645375116,0.205942023923481,0.16588215630635492,0.7645685226803938,0.4967410529800663,0.10659603099849645,0.010148929487864694,1.2606966930638934,-0.09382573338034533,0.11561655847587432,-0.07652097522030402,0.053990656349671526,-0.04340852669327887,0.1310079263856427,-2.554957837121593,-0.5198208270864215,0.031038511776036434,-0.15405547334468964,0.06694167207165298,0.09873427930385692,-0.3859254955560316,0.27302951639853673,-0.062445046816467425,-0.31905383991628755,-0.7250732774990961,-0.3241189279977751,-0.2176496427586193,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,-1.0577145337433669,-0.9726415451785784,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000004543,CID000013342,0.0,10.172512548024718,-0.04360184138102402,0.051082571561467324,0.05814515416212568,0.39850827354072516,0.4482430063433735,0.16039754495635442,0.6360954610416535,0.0970086650413231,0.002617109071800461,0.35943272118749314,-0.02815909731723918,-0.018647927967556863,-0.11823196632625976,0.8185237265759425,0.5899348640117934,0.13890992846675554,-0.3663496730506055,0.10659603099849645,0.26590953247800087,0.907224124473837,-0.15608799239675197,0.16206508389910657,-0.06058072920034799,-0.10331328281856202,0.09095320080609388,-0.1357901759060646,-2.554957837121593,-0.06690412032257584,-0.28898798592127317,-1.2421559144259047,-0.06847752223353563,0.09873427930385692,-0.26781376456955386,-0.20015911146252713,-0.062445046816467425,-2.8199043325118875,-2.493046028845166,-1.449146506155705,-1.0250732951127737,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.563907433603416,-0.02626227656093305,0.010148929487864694,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000004189,CID000013342,0.0,-2.444853662223176,0.5643621498597037,0.051082571561467324,0.05814515416212568,0.39850827354072516,0.8709465282616815,0.9951231376567349,0.6360954610416535,-0.062445046816467425,0.002617109071800461,1.4537611390651768,-0.02815909731723918,-0.018647927967556863,1.0424839443903156,1.7788043700397858,0.2744569695135141,-0.06617575440385326,0.9458822064959085,0.10659603099849645,0.010148929487864694,0.42034488682617344,-0.20515847678363663,0.009842177371555141,-0.16290570779451358,0.14470449651741288,-0.025698258715558954,-0.19552195690748045,-2.554957837121593,-0.06690412032257584,-0.24180244124448524,-1.8546818410791621,0.2365298838033701,0.09873427930385692,-0.26781376456955386,-0.1792865622301491,-1.8795127020957159,-5.514769264474467,0.35943272118749314,-0.6895199374616054,-1.3347124584847117,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.609708648362298,-0.3663496730506055,0.030661754011726022,-0.38175788863929727,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.35011412452879764,-0.20459259292905807,-0.08009979922625257,-0.26975877454686215
CID000004819,CID000013342,0.0,-2.554957837121593,-0.06690412032257584,0.05927250116604747,0.05814515416212568,0.39850827354072516,0.13819262596982976,-0.26781376456955386,0.6360954610416535,-0.017889938256860766,0.1303611035163056,0.35943272118749314,0.06771158399699799,0.051852666909497615,-0.06687421207600389,0.018466329399841382,-0.08733466460117577,0.0956779900300464,0.03399586758146219,0.10659603099849645,0.010148929487864694,0.12429674045866841,-0.10258411914852048,0.03953871032182468,-0.02869042343712875,0.05608627431475548,-0.02973192315196809,0.01722784995712824,-2.611319378861236,-0.5268892344887048,0.051082571561467324,-0.01087059680627023,0.06903978133309113,0.09873427930385692,-0.33809602191802657,0.25819418441146036,-0.062445046816467425,0.002617109071800461,-0.016947811650928762,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,-0.11928927027992606,-0.10962285742668561,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000004044,CID000013342,0.0,-2.554957837121593,-0.06690412032257584,0.08497734205731673,0.05814515416212568,0.39850827354072516,0.09873427930385692,-0.26781376456955386,0.6360954610416535,-0.00791358464564658,0.14089886597851772,0.35943272118749314,0.1554958459930756,0.07326043079926857,0.05358504332937258,-0.07004287672833029,-0.06129742635443628,-0.0642319936710753,-0.02818047705511735,0.20956919117871642,0.0794356810651454,-0.014662955572077613,0.022017576723412688,-0.023216476162965433,0.2187188206929031,-0.20056283992134977,0.1933612909353562,0.6887173039678361,-2.6303924149647857,-0.4567221404777203,0.051082571561467324,-0.010180968006732037,0.019325382525967466,0.07833631309144119,-0.3787358909194255,0.288603621234647,-0.062445046816467425,0.002617109071800461,0.1642208219469489,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,0.10659603099849645,0.010148929487864694,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000001206,CID000013342,0.0,-2.2480258735576095,-0.06690412032257584,0.051082571561467324,0.05814515416212568,0.39850827354072516,0.29002377270256174,-0.26781376456955386,0.6360954610416535,0.8830937004776737,0.002617109071800461,0.35943272118749314,-0.02815909731723918,-0.018647927967556863,-0.40797601167488173,0.14805232488301284,0.16358665479073986,-0.06617575440385326,-0.3663496730506055,0.9269367102564485,1.3714347731196908,-0.08697858555304981,-0.19390689579404602,0.07629968493116296,0.023777339360742337,-0.08799730937360889,0.05152267408259023,-0.07091179878414447,-2.554957837121593,-0.3884392079173309,-0.24221519328379373,-0.6460829333217678,-0.2087950763633953,0.09873427930385692,-0.5125667938060636,0.12635037335798768,-0.062445046816467425,-1.0395822309340446,-3.004278755733261,-1.2060914042636985,-0.2913693448466478,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.31610652583075205,-1.2691558317546048,0.10659603099849645,0.010148929487864694,-0.24774062756880832,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000002118,CID000013342,0.0,-2.554957837121593,-0.06690412032257584,0.0621426961465408,0.05814515416212568,0.39850827354072516,0.1221473931506156,-0.26781376456955386,0.6360954610416535,-0.025037882656572634,0.1874977773912103,0.35943272118749314,0.12014524908969376,0.11010037023045485,0.03282332370339508,-0.030866925818080936,-0.1417600275288619,-0.06145107997646968,-0.06587684374128382,0.10659603099849645,0.05977923643762337,-0.07274876536729674,-0.08493833540772591,0.07736679946039607,0.05970334907493681,0.012299255969770738,-0.021027013100608616,-0.04714703410013625,-2.6264641211776087,-0.5100162010782194,0.051082571561467324,-0.01733783599084188,0.059181933943684636,0.09873427930385692,-0.3374665217911048,0.24645648798003683,-0.062445046816467425,0.002617109071800461,0.08718567988061277,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.3663496730506055,0.07717299672816967,0.010148929487864694,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
CID000002995,CID000013342,0.0,10.223985846397941,-0.06690412032257584,0.051082571561467324,0.05814515416212568,0.39850827354072516,0.25754705198235855,-0.26035556365066914,0.6360954610416535,0.729969027236433,0.002617109071800461,0.35943272118749314,-0.02815909731723918,-0.018647927967556863,-0.5841650297433999,0.19082351139975806,0.4739646584900065,0.3652318694887514,-0.3663496730506055,0.10659603099849645,0.23869392606405204,0.7638475379597229,-0.10532743125665855,0.12967436917930875,0.04672478115724977,-0.09757472946638858,0.046583509775028946,-0.013367173152089545,-2.554957837121593,-0.38058299917319294,-0.2033660595242057,-0.7239716058582727,-0.11419548882196336,0.09873427930385692,-0.26781376456955386,-0.09366458577527785,-0.062445046816467425,-1.2059826453368805,-3.128237220418087,-1.315239808622355,-0.5665089788093995,-0.6914790528225646,-0.1869725020871466,-0.368791702154073,-0.06617575440385326,-0.6466586519215366,-0.20973147088840605,0.010148929487864694,-0.08697858555304981,-0.3263328321208734,-0.17953017615694,-0.16290570779451358,-0.20459259292905807,-0.08009979922625257,-0.19552195690748045
